id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups
B051099A,1999-05-10T08:47:25,-69.16,-30.4,65.2,5.2,mwc,119.0,53.0,15.0,20.0,78.0,142.0,35.0,333.0,50.0,186.0,17.0,75.0,2.061e+16,3.323e+16,-5.385e+16,1.623e+16,3.3e+16,3.402e+16,us,gem:1676426
B052599D,1999-05-25T16:42:10,-66.46,-27.9,175.6,5.3,mw,185.0,52.0,-27.0,292.0,69.0,-139.0,10.0,55.0,45.0,315.0,43.0,155.0,-2.4380000000000003e+17,-6.39e+16,3.078e+17,2.864e+17,2.24e+16,-3.643e+17,gcmt,gem:1682761
B091099E,1999-09-10T17:16:29,-71.22,-29.74,54.8,5.0,mwc,250.0,46.0,-168.0,151.0,81.0,-45.0,23.0,208.0,45.0,322.0,37.0,100.0,-0.85,2.94,-2.08,-0.64,3.14,-1.87,us,gem:1655884
B110699A,1999-11-06T00:57:04,-71.58,-29.95,54.6,5.2,mwc,4.0,25.0,34.0,242.0,76.0,111.0,54.0,177.0,20.0,57.0,28.0,315.0,3.26,-0.54,-2.72,-6.3,-3.28,-4.03,us,gem:1649404
B120499G,1999-12-04T17:06:51,-71.22,-28.5,34.3,5.6,mwc,219.0,43.0,131.0,349.0,59.0,59.0,62.0,208.0,27.0,6.0,9.0,101.0,1.929e+17,8.68e+16,-2.797e+17,-5.16e+16,9.09e+16,-8.37e+16,us,neic:1657955;gem:1657955
B022100C,2000-02-21T14:36:22,-71.46,-29.81,33.0,5.1,mwc,196.0,31.0,114.0,349.0,62.0,76.0,70.0,229.0,12.0,355.0,16.0,89.0,4.71,0.71,-5.41,-1.17,3.04,-0.19,us,gem:1733032
B070700B,2000-07-07T05:26:47,-66.22,-27.69,176.1,5.0,mw,179.0,52.0,-43.0,299.0,58.0,-133.0,4.0,57.0,35.0,325.0,55.0,153.0,-7.17e+16,2190000000000000.0,6.952e+16,4.857e+16,1.678e+16,-6.443e+16,gcmt,gem:1737456
1780646,2001-02-19T14:31:55,-79.927,-45.171,10.0,5.77,mw,260.0,76.0,180.0,350.0,90.0,14.0,9.84972365902512,215.86372851064328,76.0,349.99999999999994,9.84972365902513,124.13627148935672,-0.94,2.29,-1.35,-0.64,1.25,-4.99,gem,
B022201B,2001-02-22T07:55:57,-71.63,-27.47,27.3,5.0,mw,6.0,12.0,119.0,157.0,80.0,84.0,55.0,60.0,6.0,158.0,34.0,252.0,9.51e+16,-4700000000000000.0,-9.05e+16,9.83e+16,-2.165e+17,8699999999999998.0,gcmt,gem:2042166
1832606,2001-02-27T02:12:58,-71.407,-27.893,15.0,5.19,mw,9.0,28.0,120.0,155.0,66.0,75.0,39.36680816271357,39.55619880262111,19.708016244126338,146.64715156674407,44.08101008313286,256.9449246526369,4.69,2.08,-6.76,2.15,-4.43,1.82,gem,
pde20010303115813350_33,2001-03-03T11:58:13,-74.555,-38.766,8.0,5.9,mwc,0.0,60.0,-90.0,180.0,30.0,-90.0,45.00000000000001,270.0,6.0766485035016906e-15,0.0,44.99999999999999,90.0,-53000000000.0,-2100000000.0,55100000000.0,16000000000.0,-29500000000.0,20100000000.0,us,neic:1780670;gem:1780670
B033101B,2001-03-31T06:54:15,-68.33,-29.4,104.0,5.4,mwc,332.0,43.0,-49.0,102.0,59.0,-122.0,9.0,214.0,27.0,120.0,62.0,320.0,-1.038e+17,8.23e+16,2.15e+16,-5.689999999999999e+16,-1.54e+16,-9.2e+16,us,neic:1800532;gem:1800532
pde20010409090057170_11,2001-04-09T09:00:57,-73.109,-32.668,11.0,6.7,mwc,45.0,55.0,-55.0,174.0,48.0,-129.0,41.41718153849125,291.0119686191941,47.39510372777765,94.5824179781522,8.255081883706419,193.65875398657843,-1.061e+19,3e+18,7.61e+18,2.1e+17,-5e+17,7.12e+18,us,gcmt:C040901A;neic:1882885;gem:1882885
B042101F,2001-04-21T18:15:46,-67.52,-29.1,127.8,5.7,mwc,156.0,44.0,-32.0,270.0,68.0,-129.0,14.0,28.0,36.0,287.0,50.0,136.0,-2.234e+17,2.0750000000000003e+17,1.59e+16,2.4500000000000003e+17,1.176e+17,-2.431e+17,us,neic:1817649;gem:1817649
B051501A,2001-05-15T23:53:23,-66.4,-28.15,180.8,5.1,mw,181.0,54.0,-28.0,288.0,68.0,-141.0,8.0,52.0,46.0,314.0,43.0,150.0,-1.45e+17,-1300000000000000.0,1.462e+17,1.304e+17,1.83e+16,-2.282e+17,gcmt,gem:1836316
1884411,2001-06-13T04:10:47,-66.458,-27.162,12.2,5.02,mw,52.0,62.0,101.0,209.0,30.0,70.0,40.6157972573501,166.32512082424557,16.852253286982133,61.26853252535432,44.55168102920744,313.9184373405969,3.07,-1.31,-1.76,1.94,1.24,-2.34,gem,
B062701C,2001-06-27T23:04:26,-71.65,-31.51,33.0,4.9,mwc,158.0,46.0,67.0,9.0,48.0,112.0,74.0,349.0,16.0,174.0,1.0,83.0,,,,,,,us,
B101701A,2001-10-17T02:34:41,-68.92,-28.49,117.3,5.4,mwc,310.0,34.0,-119.0,163.0,60.0,-72.0,14.0,240.0,16.0,334.0,69.0,111.0,-1.159e+17,3.33e+16,8.26e+16,3000000000000000.0,7.24e+16,-6.04e+16,us,neic:2238618;gem:2238618
pde20020401195932480_71,2002-04-01T19:59:32,-71.384,-29.67,71.0,6.4,mwc,20.0,80.0,-150.0,284.0,61.0,-12.0,25.799549663277283,328.94296194159807,59.95354620014325,182.2516875690717,14.332763140326906,66.03790461308438,-1.577e+18,2.195e+18,-6.18e+17,-6.3e+16,-3.657e+18,9.83e+17,us,gcmt:C040102C;neic:2933451;gem:2933451
C041802F,2002-04-18T16:08:42,-70.73,-27.44,53.0,6.2,mw,253.0,56.0,168.0,350.0,80.0,35.0,31.0,217.0,54.0,3.0,16.0,117.0,3.424e+18,2.46e+18,-5.884e+18,6.34e+17,4.22e+18,-6.352e+18,gcmt,neic:2991626;gem:2991626
C052802A,2002-05-28T04:04:28,-66.81,-29.15,15.0,5.7,mw,180.0,19.0,55.0,36.0,74.0,101.0,59.0,322.0,11.0,213.0,29.0,117.0,6.275e+17,-3.67e+16,-5.909e+17,6.475e+17,7.481e+17,-1.655e+17,gcmt,neic:3153576;gem:3153576
3229300,2002-07-18T21:53:14,-79.995,-44.707,10.0,5.19,mw,119.0,68.0,117.0,246.0,34.0,42.0,31.145415843016423,246.41807126131084,32.40656307585119,133.86057444384068,41.85835876510668,9.199328770594434,4.36,-7.13,2.76,4.07,-2.52,1.03,gem,
B100602E,2002-10-06T11:21:38,-71.21,-28.71,27.2,5.3,mwc,348.0,27.0,70.0,190.0,65.0,100.0,69.0,120.0,9.0,6.0,19.0,273.0,7.6,1.25,-8.85,-1.73,-6.34,-0.02,us,gem:3471300
6129198,2002-11-09T06:05:57,-75.691,-48.121,20.0,5.62,mw,1.0,10.0,89.0,182.0,80.0,90.0,44.99960015031874,92.23277818198738,0.1847797416393719,2.0480000584659592,44.99980393433044,271.86322062053387,1.32,-0.4,-0.92,-0.11,-3.08,-0.01,gem,
B120402F,2002-12-04T21:03:03,-67.6,-30.06,29.5,4.9,mwc,285.0,28.0,62.0,135.0,65.0,104.0,67.0,71.0,13.0,309.0,19.0,215.0,,,,,,,us,
6533658,2003-01-09T09:49:08,-79.376,-44.52,15.0,5.9,mw,169.0,84.0,-2.0,259.0,88.0,-174.0,5.629770784055253,33.9649799122713,83.69022790624588,240.90371490389663,2.8401917002221717,124.2451838301215,-0.62,3.64,-3.01,0.82,0.35,-7.95,gem,
pde20030620133041640_33,2003-06-20T13:30:41,-71.637,-30.608,32.0,6.8,mwc,180.0,60.0,90.0,360.0,30.0,90.0,45.00000000000001,270.0,6.0766485035017024e-15,0.0,44.99999999999999,90.0,1.42e+19,2.2e+17,-1.44e+19,7.4e+17,-1.01e+19,2.5e+17,us,gcmt:C062003G;neic:6942053;gem:6942053
B072603I,2003-07-26T14:10:16,-70.94,-28.2,36.0,5.5,mwc,26.0,26.0,110.0,184.0,66.0,81.0,68.0,77.0,8.0,188.0,20.0,281.0,1.7,-0.42,-1.28,0.12,-1.36,-0.33,us,gem:7007687
B100403F,2003-10-04T18:15:55,-71.3,-28.88,29.2,5.2,mwc,331.0,48.0,40.0,211.0,62.0,130.0,54.0,173.0,35.0,10.0,8.0,274.0,5.570000000000001e+16,2.7800000000000004e+16,-8.36e+16,-4.38e+16,-1.7199999999999998e+16,-1600000000000000.0,us,gem:7150137
20031101031912,2003-11-01T03:19:11,-68.18,-35.48,49.7,5.1,mwc,250.0,65.0,-164.0,153.0,75.0,-26.0,7.0,203.0,61.0,305.0,29.0,109.0,-1.36e+16,4.07e+16,-2.71e+16,280000000000000.0,2.09e+16,-3.13e+16,us,gem:7173077
B121003F,2003-12-10T12:25:54,-71.86,-27.69,20.0,5.4,mw,312.0,41.0,-3.0,44.0,88.0,-131.0,31.0,167.0,41.0,46.0,34.0,280.0,-1.51e+16,2.39e+17,-2.2400000000000003e+17,-1.68e+17,-2.12e+17,5300000000000000.0,gcmt,neic:7203683;gem:7203683
7312467,2004-03-17T16:49:45,-66.699,-32.01,31.7,5.5,mw,44.0,60.0,167.0,141.0,79.0,31.0,29.0,7.0,57.0,158.0,13.0,269.0,3499999999.9999995,13500000000.000002,-17000000000.0,7700000000.0,-4900000000.0,-1400000000.0000002,neic,
pde20040503043650040_21,2004-05-03T04:36:50,-73.406,-37.695,21.0,6.6,mwb,150.0,85.0,90.0,330.0,5.0,90.0,45.00000000000001,240.0,3.1805546814635176e-15,150.0,45.00000000000001,60.0,4.85e+18,4e+16,-4.89e+18,4.66e+18,-7.86e+18,1.34e+18,us,gcmt:C050304A;neic:7338397;gem:7338397
C082704A,2004-08-27T00:43:56,-71.25,-27.63,35.0,5.4,mw,135.0,8.0,37.0,8.0,85.0,96.0,49.0,285.0,6.0,188.0,40.0,92.0,1.07e+17,2.56e+16,-1.33e+17,1.02e+17,6.73e+17,5.490000000000001e+16,gcmt,neic:7393404;gem:7393404
7394847,2004-08-30T16:08:16,-72.255,-50.672,15.0,5.08,mw,196.0,57.0,102.0,355.0,35.0,73.0,36.69932764010611,320.19996169960325,22.857318236621584,211.8875717531498,44.53998950484567,97.3793443401371,4.56,0.32,-4.88,-1.04,-1.78,-0.53,gem,
C090704G,2004-09-07T11:53:11,-65.79,-28.91,20.0,6.1,mw,216.0,37.0,80.0,48.0,54.0,97.0,79.0,348.0,6.0,224.0,9.0,133.0,1.49e+18,-6.55e+17,-8.39e+17,4.51e+17,2.7000000000000003e+17,-9.42e+17,gcmt,neic:7399276;gem:7399276
C102304O,2004-10-23T23:16:15,-67.35,-29.35,148.1,5.0,mw,144.0,41.0,-79.0,309.0,50.0,-100.0,4.0,46.0,8.0,315.0,81.0,165.0,-2.53e+16,1.21e+16,1.32e+16,4980000000000000.0,-790000000000000.0,-1.6e+16,gcmt,
C111304F,2004-11-13T19:29:25,-71.86,-29.86,4.2,4.8,mwc,335.0,35.0,68.0,181.0,58.0,105.0,72.0,128.0,12.0,354.0,12.0,261.0,,,,,,,us,
C200501241907A,2005-01-24T19:07:15,-71.71,-29.4,42.6,5.0,mwc,356.0,27.0,79.0,189.0,63.0,96.0,71.0,111.0,5.0,6.0,18.0,275.0,3.45e+16,6410000000000000.0,-4.09e+16,-5500000000000000.0,-2.71e+16,-2750000000000000.0,us,gem:7463984
C200502040915A,2005-02-04T09:15:36,-73.78,-37.87,22.8,4.9,mwc,356.0,42.0,11.0,258.0,83.0,131.0,38.0,204.0,41.0,72.0,26.0,316.0,5250000000000000.0,5040000000000000.0,-1.03e+16,-2.46e+16,1160000000000000.0,-1.93e+16,us,
200503010724A,2005-03-01T07:24:00,-72.1,-31.59,33.0,5.4,mw,354.0,25.0,103.0,159.0,66.0,84.0,69.0,57.0,6.0,161.0,20.0,254.0,1.1299999999999998e+17,9100000000000000.0,-1.22e+17,4.24e+16,-9.65e+16,3.65e+16,gmt,gcmt:C200503010724A;gcmt:C200503010724A;us:C200503010724A;gem:7736614
200503132038A,2005-03-13T20:38:00,-72.02,-32.72,36.0,5.2,mw,9.0,24.0,103.0,175.0,66.0,84.0,68.0,74.0,5.0,177.0,21.0,269.0,0.57,0.1,-0.66,0.07,-0.56,-0.01,gmt,us:C200503132038A;gem:7480678
C200503141243A,2005-03-14T12:43:50,-66.28,-28.86,27.3,5.3,mw,247.0,54.0,136.0,6.0,56.0,45.0,54.0,217.0,36.0,36.0,1.0,126.0,3.33e+16,-7260000000000000.0,-2.6e+16,-2.05e+16,1.64e+16,-3.1e+16,gcmt,gem:7481016
C200503191423A,2005-03-19T14:23:31,-71.87,-27.93,29.2,5.0,mw,357.0,28.0,93.0,174.0,62.0,89.0,73.0,80.0,1.0,175.0,17.0,265.0,2.11e+16,620000000000000.0,-2.17e+16,1719999999999999.8,-1.39e+16,1719999999999999.8,gcmt,
7483608,2005-03-21T16:51:33,-71.302,-27.895,46.2,5.25,mw,83.0,50.0,162.0,185.0,76.0,41.0,20.136240653755063,52.17917217749465,49.89169522421029,167.98362798438438,32.993467642125324,308.4073469445158,0.37,-0.08,-0.28,-0.06,-0.51,-0.77,gem,
200503291638A,2005-03-29T16:38:00,-72.38,-33.76,20.0,5.3,mw,6.0,17.0,100.0,175.0,73.0,87.0,62.0,80.0,3.0,176.0,28.0,267.0,5.88e+16,8500000000000002.0,-6.730000000000001e+16,9900000000000000.0,-9.52e+16,600000000000000.0,gmt,gcmt:C200503291638A;gcmt:C200503291638A;us:C200503291638A;gem:7486834
C200503302331A,2005-03-30T23:31:22,-71.04,-35.3,89.9,4.9,mwc,203.0,36.0,-92.0,26.0,54.0,-88.0,9.0,115.0,1.0,205.0,81.0,304.0,-2.43e+16,1640000000000000.0,2.26e+16,-3960000000000000.0,-7290000000000000.0,1.23e+16,us,
200504130925A,2005-04-13T09:25:00,-73.24,-33.27,12.0,5.4,mw,21.0,38.0,-89.0,200.0,52.0,-91.0,7.0,290.0,0.0,200.0,83.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,gmt,us:C200504130925A;neic:7492309;gem:7492309
C200505191556A,2005-05-19T15:56:37,-69.43,-31.54,117.0,4.9,mwc,288.0,53.0,-150.0,179.0,66.0,-41.0,8.0,236.0,44.0,334.0,45.0,138.0,,,,,,,us,
C200506080239A,2005-06-08T02:39:35,-69.02,-28.42,122.0,5.1,mwc,1.0,32.0,120.0,147.0,63.0,73.0,68.0,24.0,15.0,155.0,16.0,250.0,5.7e+16,-8450000000000000.0,-4.85e+16,3.19e+16,-2.38e+16,8930000000000000.0,us,gem:7142375
C200507220014A,2005-07-22T00:14:41,-71.07,-29.34,50.5,5.1,mwc,97.0,26.0,7.0,360.0,87.0,116.0,42.0,295.0,26.0,178.0,36.0,67.0,3980000000000000.0,4440000000000000.0,-8420000000000000.0,-2630000000000000.0,4.6e+16,2.29e+16,us,gem:7364704
C200509111831A,2005-09-11T18:31:30,-73.55,-36.7,35.0,4.9,mwc,80.0,27.0,104.0,244.0,64.0,83.0,70.0,139.0,6.0,247.0,19.0,339.0,2.53e+16,-2.43e+16,-1010000000000000.0,-1.75e+16,-1.03e+16,-8800000000000000.0,us,
200510101607A,2005-10-10T16:07:00,-77.12,-45.7,12.0,5.1,mw,85.0,46.0,-158.0,339.0,74.0,-46.0,17.0,38.0,42.0,144.0,43.0,291.0,-2.2e+16,2.54e+16,-3380000000000000.0,1.03e+16,-2.79e+16,-3.74e+16,gmt,gcmt:C200510101607A;gcmt:C200510101607A;us:C200510101607A;gem:7703525
C200511281633A,2005-11-28T16:33:21,-70.96,-29.31,48.6,5.5,mwc,254.0,9.0,-169.0,153.0,88.0,-81.0,43.0,234.0,9.0,333.0,46.0,72.0,-2e+16,4.01e+16,-2.01e+16,-1.01e+17,2.06e+17,-1.97e+16,us,gem:7781050
200512141052A,2005-12-14T10:52:00,-72.05,-31.22,58.0,5.3,mw,266.0,24.0,-18.0,12.0,83.0,-113.0,34.0,122.0,23.0,15.0,47.0,258.0,-2.71e+16,2.28e+16,4300000000000000.0,-1.25e+16,-9.82e+16,4.31e+16,gmt,gcmt:C200512141052A;gcmt:C200512141052A;us:C200512141052A;gem:7996748
200512212219A,2005-12-21T22:19:00,-74.43,-42.85,30.0,5.2,mw,333.0,23.0,60.0,185.0,70.0,102.0,63.0,114.0,11.0,1.0,25.0,266.0,4.73,0.46,-5.19,-1.01,-5.87,1.07,gmt,us:C200512212219A;gem:7997138
200512260056A,2005-12-26T00:56:00,-73.74,-39.01,41.0,5.1,mw,4.0,32.0,89.0,185.0,58.0,91.0,77.0,97.0,0.0,5.0,13.0,275.0,5.36,0.25,-5.61,-0.28,-2.74,-0.49,gmt,us:C200512260056A;gem:7997437
C200512311214A,2005-12-31T12:14:02,-71.52,-28.99,25.0,5.0,mwc,311.0,18.0,5.0,217.0,88.0,108.0,44.0,144.0,18.0,36.0,41.0,290.0,709999999999999.9,1.3e+16,-1.3700000000000002e+16,-2.25e+16,-3.2400000000000004e+16,90000000000000.0,us,gem:8226838
200601052251A,2006-01-05T22:51:00,-73.52,-36.43,20.0,5.2,mw,19.0,16.0,104.0,184.0,74.0,86.0,60.0,88.0,4.0,185.0,29.0,277.0,3.7e+16,5170000000000000.0,-4.22e+16,-4010000000000000.0,-6.64e+16,-9040000000000000.0,gmt,gcmt:C200601052251A;gcmt:C200601052251A;us:C200601052251A;gem:8012117
200602101751A,2006-02-10T17:51:00,-71.84,-32.57,42.0,5.2,mw,11.0,32.0,97.0,183.0,59.0,86.0,76.0,81.0,3.0,185.0,14.0,276.0,6.42e+16,8000000000000000.0,-7.22e+16,200000000000000.0,-3.55e+16,-9300000000000000.0,gmt,gcmt:C200602101751A;gcmt:C200602101751A;us:C200602101751A;gem:8085378
200604151442A,2006-04-15T14:42:00,-72.33,-31.18,28.0,5.2,mw,1.0,22.0,93.0,179.0,68.0,89.0,67.0,87.0,1.0,179.0,23.0,269.0,0.6,0.06,-0.65,0.02,-0.66,0.0,gmt,us:C200604151442A;gem:8320598
C200604152350B,2006-04-15T23:50:14,-72.0,-29.77,19.8,6.0,mwc,1.0,27.0,85.0,186.0,63.0,93.0,72.0,102.0,2.0,5.0,18.0,274.0,9.99e+17,8000000000000000.0,-1.01e+18,-1.06e+17,-7.28e+17,-6.4e+16,us,gem:8320618
C200604172035A,2006-04-17T20:35:00,-72.3,-34.53,31.4,4.9,mwc,1.0,32.0,106.0,162.0,59.0,80.0,74.0,46.0,9.0,167.0,14.0,259.0,2.67e+16,1810000000000000.0,-2.86e+16,7000000000000000.0,-1.35e+16,4930000000000000.0,us,
C200604191749A,2006-04-19T17:49:12,-71.52,-27.08,19.6,5.3,mw,16.0,18.0,111.0,174.0,73.0,83.0,62.0,74.0,6.0,176.0,28.0,270.0,1.96e+17,3.14e+16,-2.27e+17,3.83e+16,-3.04e+17,-1.82e+16,gcmt,
8494393,2006-04-25T05:23:34,-71.305,-27.089,23.1,4.96,mw,177.0,67.0,89.0,360.0,23.0,92.0,44.973666706988894,265.11339163033784,1.3249532536062787,356.4374814023729,44.99569947577102,87.76259009038432,2.44,0.12,-2.56,0.13,-2.48,0.07,gem,
200604281821A,2006-04-28T18:21:00,-77.47,-45.76,12.0,5.3,mw,76.0,75.0,-179.0,346.0,89.0,-15.0,10.0,32.0,75.0,161.0,12.0,300.0,0.07,0.57,-0.64,0.02,-0.36,-1.13,gmt,us:C200604281821A;gem:8494456
C200604301031A,2006-04-30T10:31:24,-71.59,-27.1,17.6,5.1,mw,350.0,18.0,84.0,176.0,72.0,92.0,63.0,89.0,2.0,356.0,27.0,265.0,5.460000000000001e+16,5300000000000000.0,-5.98e+16,4500000000000000.0,-8.17e+16,7600000000000000.0,gcmt,gem:8321374
8321377,2006-04-30T11:13:59,-71.155,-27.022,25.9,5.33,mw,180.0,71.0,93.0,350.0,20.0,81.0,44.817874928603054,274.82199041011893,3.597355317732402,181.2403958589366,44.95655800598124,87.64139795161316,0.73,0.07,-0.8,-0.01,-0.95,0.07,gem,
C200604301917A,2006-04-30T19:17:25,-71.52,-27.17,15.4,6.7,mw,11.0,14.0,106.0,175.0,76.0,86.0,59.0,79.0,4.0,176.0,31.0,268.0,4.55e+18,3.3e+17,-4.88e+18,9.8e+17,-8.86e+18,-2.1e+17,gcmt,neic:10698202;gem:10698202
C200604302012A,2006-04-30T20:12:25,-71.76,-27.28,22.2,5.6,mw,4.0,23.0,100.0,174.0,68.0,86.0,67.0,76.0,4.0,175.0,23.0,267.0,2.78e+17,9000000000000000.0,-2.86e+17,4.15e+16,-2.82e+17,5400000000000000.0,gcmt,gem:8321401
C200604302125A,2006-04-30T21:25:27,-71.62,-27.05,30.1,5.1,mw,350.0,22.0,80.0,180.0,69.0,94.0,66.0,97.0,4.0,359.0,23.0,267.0,4.42e+17,-6.68e+16,-3.75e+17,-2.38e+16,-4.39e+17,3.4000000000000004e+16,gcmt,gem:8321409
C200604302132A,2006-04-30T21:33:00,-71.77,-27.32,19.7,5.9,mw,352.0,22.0,88.0,173.0,68.0,91.0,67.0,85.0,1.0,353.0,23.0,263.0,5.5e+17,-2.25e+16,-5.28e+17,6.36e+16,-5.77e+17,6.860000000000001e+16,gcmt,gem:8321411
C200604302141A,2006-04-30T21:41:07,-71.55,-27.28,13.4,6.7,mw,14.0,18.0,112.0,171.0,73.0,83.0,61.0,70.0,7.0,173.0,28.0,267.0,3.44e+18,4.98e+17,-3.94e+18,1.01e+18,-5.28e+18,-1.22e+17,gcmt,gem:8321414
C200604302304A,2006-04-30T23:04:48,-71.61,-27.42,21.8,5.8,mw,357.0,18.0,96.0,171.0,72.0,88.0,63.0,78.0,2.0,171.0,27.0,262.0,3.26e+17,1.65e+16,-3.42e+17,8.11e+16,-4.63e+17,4.02e+16,gcmt,gem:8321426
C200605010135A,2006-05-01T01:35:54,-71.67,-27.26,30.3,5.5,mw,21.0,22.0,115.0,174.0,70.0,80.0,64.0,67.0,9.0,177.0,24.0,271.0,9.27e+16,4000000000000000.0,-9.67e+16,2.07e+16,-1.07e+17,-1.28e+16,gcmt,gem:8321432
C200605010249A,2006-05-01T02:49:44,-71.61,-27.34,23.3,5.0,mw,3.0,22.0,108.0,164.0,69.0,83.0,65.0,61.0,7.0,166.0,24.0,259.0,1.1100000000000002e+17,5400000000000000.0,-1.16e+17,4.27e+16,-1.2e+17,1.54e+16,gcmt,gem:8338270
8338313,2006-05-02T04:11:19,-71.289,-27.422,16.0,5.21,mw,181.0,71.0,93.0,352.0,20.0,81.0,44.81787492860303,275.82199041011893,3.597355317732402,182.24039585893664,44.95655800598123,88.64139795161316,5.19,0.05,-5.24,-0.3,-6.5,0.29,gem,
C200605021342A,2006-05-02T13:42:40,-71.85,-27.64,12.0,5.0,mw,359.0,21.0,92.0,177.0,69.0,89.0,66.0,85.0,1.0,177.0,24.0,267.0,6.64e+16,3500000000000000.5,-6.979999999999999e+16,4900000000000000.0,-7.33e+16,3000000000000000.0,gcmt,gem:8338322
8338323,2006-05-02T13:58:30,-71.366,-27.431,15.4,5.24,mw,182.0,74.0,93.0,352.0,16.0,80.0,44.84599477885924,276.3627154835696,3.399120961488185,182.9758745289356,44.95258517772294,89.57639376652764,0.46,0.03,-0.49,-0.03,-0.77,0.03,gem,
200605090902A,2006-05-09T09:02:00,-70.04,-32.85,126.0,5.0,mw,270.0,44.0,-29.0,22.0,70.0,-130.0,16.0,140.0,37.0,37.0,48.0,248.0,-2.25e+16,2.11e+16,1409999999999999.8,-5280000000000000.0,-2.51e+16,3.14e+16,gmt,gcmt:C200605090902A;gcmt:C200605090902A;us:C200605090902A;gem:8494679
8338819,2006-05-11T13:48:58,-71.434,-27.484,20.7,5.45,mw,6.0,15.0,94.0,182.0,75.0,89.0,44.98136937055382,90.34728064543305,1.1935819347042618,181.54034540106517,44.99376960383808,272.73392676108585,0.98,0.0,-0.98,-0.06,-1.64,-0.08,gem,
C200605111907A,2006-05-11T19:07:15,-71.9,-27.55,18.1,5.1,mw,339.0,35.0,77.0,175.0,56.0,99.0,77.0,116.0,8.0,350.0,10.0,258.0,2.4e+16,-1430000000000000.0,-2.25e+16,-1660000000000000.0,-9440000000000000.0,5330000000000000.0,gcmt,
200605181826A,2006-05-18T18:26:00,-72.14,-32.34,24.0,5.0,mw,11.0,24.0,109.0,170.0,68.0,82.0,66.0,66.0,7.0,173.0,22.0,266.0,3.29,-0.17,-3.13,0.85,-3.11,-0.07,gmt,us:C200605181826A;gem:8358253
200605210511A,2006-05-21T05:11:00,-74.14,-37.41,15.0,5.2,mw,27.0,17.0,120.0,176.0,76.0,82.0,59.0,75.0,8.0,178.0,30.0,273.0,4.58e+16,-500000000000000.0,-4.53e+16,9200000000000000.0,-8.06e+16,-1.03e+16,gmt,gcmt:C200605210511A;gcmt:C200605210511A;us:C200605210511A;gem:8358373
C200605230240A,2006-05-23T02:40:33,-71.72,-27.04,29.0,5.0,mw,9.0,23.0,96.0,182.0,67.0,87.0,68.0,87.0,2.0,183.0,22.0,274.0,1.79e+16,360000000000000.0,-1.82e+16,-120000000000000.0,-1.76e+16,-1680000000000000.0,gcmt,
200605300250A,2006-05-30T02:50:00,-76.17,-45.92,15.0,5.7,mw,78.0,71.0,-175.0,346.0,85.0,-19.0,9.0,33.0,71.0,151.0,17.0,300.0,-4000000000000000.0,1.65e+17,-1.61e+17,-1.09e+16,-1.3e+17,-3.2e+17,gmt,gcmt:C200605300250A;gcmt:C200605300250A;us:C200605300250A;gem:8443016
8505812,2006-07-03T16:07:14,-66.537,-27.922,162.5,5.12,mw,177.0,57.0,-21.0,279.0,72.0,-145.0,31.24712756691897,44.917588074167554,55.95842333992889,251.00400123193657,12.148624816406544,142.42265235276489,-2.4,0.75,1.65,2.56,0.43,-5.02,gem,
C200607080913A,2006-07-08T09:13:01,-67.39,-28.56,140.1,5.5,mwc,159.0,37.0,-68.0,312.0,56.0,-106.0,10.0,53.0,13.0,321.0,73.0,179.0,-1.74e+17,5.01e+16,1.24e+17,7.31e+16,-2.7800000000000004e+16,-9.87e+16,us,gem:10699322
C200607161142A,2006-07-16T11:42:41,-72.54,-28.72,10.0,6.2,mwc,357.0,46.0,-111.0,205.0,48.0,-70.0,1.0,281.0,15.0,11.0,75.0,188.0,-2e+18,-6.04e+17,2.6e+18,3.62e+17,-1e+16,6.39e+17,us,neic:10699429;gem:10699429
200607192211A,2006-07-19T22:11:00,-72.24,-32.63,31.0,5.0,mw,336.0,25.0,74.0,174.0,66.0,98.0,68.0,99.0,7.0,351.0,20.0,258.0,3.23,0.14,-3.37,0.12,-2.96,0.95,gmt,us:C200607192211A;gem:8548422
200608051403A,2006-08-05T14:03:00,-68.86,-33.2,32.0,5.6,mw,137.0,39.0,44.0,10.0,64.0,120.0,45.00000000000001,214.99999999999844,7.951386703658794e-13,304.9999999999992,45.00000000000001,35.0,1.74e+17,7.33e+16,-2.4700000000000003e+17,5.01e+16,1.34e+17,9.02e+16,gmt,gcmt:C200608051403A;gcmt:C200608051403A;us:pde20060805140344230_25;neic:8568187;gem:8568187
C200608200251A,2006-08-20T02:51:14,-68.46,-29.12,111.0,5.0,mwc,274.0,51.0,-140.0,156.0,60.0,-47.0,5.0,217.0,37.0,311.0,53.0,120.0,-2.82e+16,2.45e+16,3760000000000000.0,4950000000000000.0,1.85e+16,-3.08e+16,us,gem:8652122
C200608312316A,2006-08-31T23:16:42,-70.6,-28.86,80.0,5.1,mwc,167.0,73.0,-13.0,261.0,78.0,-163.0,3.0,33.0,69.0,295.0,20.0,124.0,-0.79,2.34,-1.55,1.21,1.23,-4.72,us,gem:8659537
