
  International Seismological Centre
  ISC: Focal Mechanism solutions

Any use of data from the ISC *should be cited*. The correct format for
citations may be found on our citation page <http://www.isc.ac.uk/
citations/>.

Once the search has completed, a compressed KML file <https://
www.isc.ac.uk/temp/kml/507173769.kmz> will be available to view the
results in Google Earth <http://earth.google.com/>.

Sorry a problem has occured with the map.
*Search summary:*
Database: Reviewed ISC Bulletin
Search type: Rectangular search
Latitude range: -51 to -27
Longitude range: -80 to -65
Start date: 1976-01-01 00:00:00
End date: 2025-08-01 00:00:00
Magnitude >= 4.9
Events found: 1650
Date of search: Mon Sep 1 13:00:30 2025 GMT

Agencies whose data contributed towards the results of this search are
listed at the bottom of the page.

/Please note:/

Data on or after 2023/09/01 have not been reviewed by the ISC.



DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
Reviewed ISC Bulletin
-----EVENT----|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,TYPE,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
 14768943 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14768943&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-05-03,23:09:44.79,-38.0720, -73.4540, 19.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,18,2.000, 6.3,18, 1.160, 0.010,-1.170,-0.240,-0.080,-1.630,  0.00,18.00,  83.00,187.00,72.00,  92.00,18, 2.010,62.00,100.00,-2.020,27.00,275.00, 0.010, 2.00,  6.00
 14768943 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14768943&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-05-03,23:09:44.79,-38.0720, -73.4540, 19.0,        ,PPT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=PPT>      ,18,2.400, 6.3,  ,      ,      ,      ,      ,      ,      ,  0.00,18.00,  83.00,187.00,72.00,  92.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 14768943 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14768943&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-05-03,23:09:45.00,-38.0500, -73.4900, 19.0,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,18,2.200, 6.3,18, 1.020, 0.080,-1.100,-0.450, 0.060,-1.900,191.00,76.00,  97.00,342.00,15.00,  61.00,18, 2.220,58.00,111.00,-2.230,30.00,275.00, 0.010, 7.00,  9.00
 14768943 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14768943&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-05-03,23:09:50.00,-38.3100, -74.0800, 14.5,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,18,2.306, 6.2,18, 1.090, 0.040,-1.130, 0.066, 0.046,-2.020,178.00,76.00,  90.00,357.00,14.00,  89.00,18, 2.285,59.00, 88.00,-2.327,31.00,268.00, 0.042, 0.00,358.00
 14768943 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14768943&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-05-03,23:09:58.10,-38.7400, -73.9600, 24.0,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,18,3.700, 6.2,18, 1.290,-0.090,-1.200, 1.070,-0.040,-3.300, 13.00,11.00, 119.00,163.00,81.00,  85.00,18, 3.780,54.00, 66.00,-3.580,35.00,258.00,-0.200, 5.00,164.00
 14680859 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14680859&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-05-04,13:55:11.30,-34.1700, -72.4800, 23.2,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,7.616, 5.2,16, 5.370, 0.316,-5.690,-0.293,-1.760,-4.950, 25.00,26.00, 107.00,187.00,66.00,  82.00,16, 7.280,69.00, 82.00,-7.952,20.00,283.00, 0.668, 7.00,190.00
 14682459 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14682459&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-05-05,15:24:12.30,-35.6700, -73.3200, 16.2,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.555, 5.4,17, 0.685, 0.034,-0.720,-0.039,-0.137,-1.380, 19.00,14.00, 106.00,182.00,76.00,  86.00,17, 1.532,58.00, 87.00,-1.578,31.00,276.00, 0.045, 4.00,183.00
 14686980 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14686980&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-05-09,03:29:39.30,-34.1300, -72.4500, 23.2,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,4.624, 5.0,16, 2.970, 0.167,-3.140, 0.813,-0.102,-3.370, 14.00,22.00, 112.00,170.00,70.00,  81.00,16, 4.603,64.00, 66.00,-4.645,24.00,267.00, 0.040, 8.00,173.00
 14711335 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14711335&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-05-13,20:39:18.50,-34.2600, -72.5100, 30.3,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,7.149, 5.2,16, 3.680, 3.160,-6.830, 1.170, 1.420,-4.530, 11.00,27.00, 117.00,161.00,67.00,  77.00,16, 5.531,66.00, 49.00,-8.767,21.00,261.00, 3.246,12.00,167.00
 14759667 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14759667&out_format=ISF2&request=COMPREHENSIVE>,fe  ,SJA <https://www.isc.ac.uk/cgi-bin/agency-get?agency=SJA>      ,2010-05-21,18:52:06.70,-34.4800, -72.5110,189.7,        ,SJA <https://www.isc.ac.uk/cgi-bin/agency-get?agency=SJA>      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 25.00, 8.00,  91.00,      ,     ,       ,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 14759667 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14759667&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-05-21,18:52:11.20,-34.7500, -72.0900, 12.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.197, 5.3,17,-1.130, 0.174, 0.950, 0.129, 0.493, 0.253, 25.00,38.00, -91.00,206.00,52.00, -90.00,17, 1.230, 7.00,296.00,-1.164,83.00,118.00,-0.064, 0.00, 26.00
 14723061 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14723061&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-05-24,23:57:38.50,-36.4000, -73.7100, 20.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,0.946, 5.2,17, 0.493, 0.099,-0.590, 0.058,-0.077,-0.768, 19.00,19.00, 111.00,177.00,73.00,  83.00,17, 0.900,62.00, 77.00,-0.991,27.00,272.00, 0.091, 6.00,179.00
 14723291 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14723291&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-05-25,13:09:29.30,-37.8300, -73.4900, 47.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.159, 5.3,17, 0.876,-0.019,-0.850, 0.294, 0.280,-0.655,158.00,64.00,  86.00,348.00,26.00,  99.00,17, 1.129,70.00, 59.00,-1.188,19.00,252.00, 0.059, 4.00,160.00
 14734798 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14734798&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-06-01,16:05:29.58,-36.8190, -73.5050, 14.6,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,3.100, 5.6,17, 0.830,-0.630,-0.200,-0.810, 0.170,-2.920,  7.00, 5.00,  82.00,195.00,85.00,  91.00,17, 3.410,49.00,105.00,-2.730,40.00,284.00,-0.690, 0.00, 15.00
 14734798 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14734798&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-06-01,16:05:33.60,-36.9300, -73.8500, 22.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,6.108, 5.1,16, 3.810, 0.388,-4.200,-0.427, 0.019,-4.590,184.00,70.00,  93.00,355.00,21.00,  81.00,16, 5.925,65.00,100.00,-6.290,24.00,272.00, 0.363, 3.00,  3.00
 14767863 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14767863&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-06-12,03:51:57.50,-28.4300, -71.5900, 44.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,7.435, 5.2,16, 3.840,-1.950,-1.890,-4.230,-3.710, 4.700, 10.00,61.00,  43.00,256.00,54.00, 143.00,16, 9.217,50.00,227.00,-5.653, 4.00,132.00,-3.564,40.00, 38.00
 15107686 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15107686&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-06-24,13:24:09.30,-37.0700, -74.1600, 20.1,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,4.111, 5.0,16, 3.190,-0.373,-2.820, 0.298,-0.255,-2.780, 12.00,24.00, 102.00,178.00,66.00,  85.00,16, 4.308,68.00, 78.00,-3.913,21.00,272.00,-0.398, 5.00,180.00
 14789532 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14789532&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-06-27,07:15:50.60,-37.0000, -74.3000, 14.8,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,3.659, 5.0,16, 2.530,-0.003,-2.530,-0.160,-0.216,-2.630,  6.00,22.00,  92.00,184.00,68.00,  89.00,16, 3.650,67.00, 93.00,-3.668,23.00,274.00, 0.014, 1.00,184.00
 14788677 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14788677&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-06-28,00:59:51.10,-37.9100, -75.3400, 20.4,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,3.249, 5.6,17,-2.530,-0.288, 2.820,-0.336, 1.430, 1.200, 41.00,39.00, -59.00,184.00,57.00,-113.00,17, 3.545,10.00,290.00,-2.953,69.00, 45.00,-0.590,19.00,196.00
 14834788 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14834788&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-06-29,01:40:02.80,-37.9100, -73.7200, 18.9,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,2.422, 5.5,17, 1.560,-0.983,-0.570, 1.670, 1.040,-0.368,110.00,69.00,  73.00,330.00,27.00, 126.00,17, 2.394,63.00,354.00,-2.450,22.00,213.00, 0.061,16.00,117.00
 14835223 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14835223&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-07-03,00:05:10.80,-34.6300, -72.0600, 56.2,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,5.828, 5.1,16, 4.860,-0.476,-4.390, 1.310,-2.130,-2.500, 43.00,39.00, 124.00,183.00,58.00,  66.00,16, 6.010,67.00, 45.00,-5.645,10.00,290.00,-0.370,20.00,196.00
 14986683 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14986683&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-07-09,22:57:16.80,-45.9300, -76.4100, 12.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.005, 5.3,17,-0.017, 0.374,-0.350, 0.008,-0.770,-0.537, 79.00,59.00,-176.00,347.00,86.00, -31.00,17, 0.961,19.00, 37.00,-1.049,24.00,298.00, 0.088,58.00,161.00
 15003174 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15003174&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-07-14,08:32:21.49,-38.0670, -73.3100, 22.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,  ,     , 6.5,  ,      ,      ,      ,      ,      ,      ,180.00,75.00,  90.00,360.00,15.00,  90.00,  ,      ,60.00, 90.00,      ,30.00,270.00,      , 0.00,  0.00
 15003174 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15003174&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-07-14,08:32:21.49,-38.0670, -73.3100, 22.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,18,6.800, 6.5,18, 3.580,-0.690,-2.880,-0.330, 0.500,-5.960,181.00,76.00,  95.00,342.00,15.00,  72.00,18, 7.170,58.00, 97.00,-6.440,30.00,267.00,-0.720, 4.00,359.00
 15003174 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15003174&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-07-14,08:32:21.49,-38.0670, -73.3100, 22.0,        ,PPT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=PPT>      ,18,7.300, 6.5,  ,      ,      ,      ,      ,      ,      ,181.00,76.00,  95.00,342.00,15.00,  72.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 15003174 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15003174&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-07-14,08:32:22.00,-38.0000, -73.2800, 25.0,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,18,7.400, 6.5,18, 2.720, 0.330,-3.060, 0.520,-0.970,-6.670, 36.00,15.00, 128.00,177.00,79.00,  81.00,18, 7.240,55.00, 75.00,-7.470,32.00,274.00, 0.230, 8.00,178.00
 15003174 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15003174&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-07-14,08:32:27.60,-38.3500, -73.8900, 15.3,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,19,1.079, 6.6,19, 0.315, 0.011,-0.320, 0.005,-0.020,-1.030,  7.00, 9.00,  97.00,180.00,81.00,  89.00,19, 1.073,54.00, 89.00,-1.084,36.00,271.00, 0.011, 1.00,180.00
 15003174 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15003174&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-07-14,08:32:39.70,-38.4200, -73.4700, 29.0,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,18,7.100, 6.6,18, 3.990,-0.220,-3.770, 0.430,-0.130,-5.920,  6.00,17.00,  99.00,177.00,73.00,  87.00,18, 7.210,61.00, 82.00,-6.970,28.00,269.00,-0.240, 2.00,177.00
 17177868 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=17177868&out_format=ISF2&request=COMPREHENSIVE>,fe  ,SJA <https://www.isc.ac.uk/cgi-bin/agency-get?agency=SJA>      ,2010-07-14,15:05:40.30,-38.5380, -73.9790, 10.0,        ,SJA <https://www.isc.ac.uk/cgi-bin/agency-get?agency=SJA>      ,  ,     , 5.4,  ,      ,      ,      ,      ,      ,      ,353.00,14.00,  88.00,      ,     ,       ,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 17177868 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=17177868&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-07-14,15:05:50.40,-38.2240, -73.2300, 35.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,5.000, 5.7,17, 2.240,-1.180,-1.060,-0.980,-1.730,-4.190, 71.00,22.00, 141.00,198.00,76.00,  73.00,17, 5.100,55.00, 87.00,-4.950,29.00,302.00,-0.150,16.00,202.00
 17177868 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=17177868&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-07-14,15:05:52.10,-38.3900, -73.8000, 23.4,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,5.403, 5.8,17, 2.400, 0.183,-2.590, 0.384, 0.283,-4.770,175.00,76.00,  91.00,353.00,14.00,  88.00,17, 5.295,59.00, 86.00,-5.512,31.00,265.00, 0.211, 1.00,355.00
 14991716 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14991716&out_format=ISF2&request=COMPREHENSIVE>,fe  ,SJA <https://www.isc.ac.uk/cgi-bin/agency-get?agency=SJA>      ,2010-07-15,00:35:56.10,-33.8130, -73.0950, 10.0,        ,SJA <https://www.isc.ac.uk/cgi-bin/agency-get?agency=SJA>      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 18.00, 4.00,  21.00,      ,     ,       ,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 14991716 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=14991716&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-07-15,00:36:09.70,-34.2700, -72.3500, 23.4,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.600, 5.4,17, 0.834, 0.449,-1.280, 0.321, 0.090,-1.140, 18.00,24.00, 121.00,164.00,70.00,  77.00,17, 1.403,63.00, 54.00,-1.798,24.00,264.00, 0.398,12.00,169.00
 15075818 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15075818&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-08-05,06:01:47.44,-37.4430, -73.2810, 18.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,6.000, 5.8,17, 3.970,-1.580,-2.390,-0.540,-1.970,-4.460, 56.00,25.00, 126.00,197.00,70.00,  75.00,17, 6.290,61.00, 83.00,-5.670,23.00,298.00,-0.620,14.00,202.00
 15075818 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15075818&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-08-05,06:01:52.10,-37.7000, -73.6900, 17.7,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,8.766, 5.9,17, 3.630, 0.148,-3.780, 0.210,-0.164,-7.940,  6.00,13.00,  97.00,179.00,78.00,  88.00,17, 8.695,57.00, 87.00,-8.837,32.00,270.00, 0.140, 2.00,179.00
 15175151 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15175151&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-08-05,06:27:26.50,-37.5700, -73.7600, 29.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.703, 5.4,17, 1.540,-0.148,-1.390,-0.039, 0.058,-0.865,180.00,60.00,  92.00,355.00,30.00,  86.00,17, 1.778,75.00, 96.00,-1.628,15.00,268.00,-0.148, 2.00,359.00
 15084816 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15084816&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-08-15,07:50:41.30,-37.0900, -71.4700, 16.2,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,0.888, 5.2,17,-0.184, 0.608,-0.420,-0.149, 0.554,-0.418, 25.00,82.00,-148.00,290.00,58.00,  -9.00,17, 0.936,16.00,153.00,-0.840,28.00,252.00,-0.097,57.00, 37.00
 15163938 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15163938&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-09-06,03:20:59.60,-37.7900, -73.5600, 27.2,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,3.779, 5.0,16, 2.210, 1.450,-3.660, 0.252,-0.234,-2.330, 19.00,28.00, 114.00,173.00,65.00,  78.00,16, 3.083,68.00, 60.00,-4.476,19.00,271.00, 1.392,11.00,178.00
 15173297 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15173297&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-09-09,07:28:01.72,-37.0340, -73.4120, 16.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,  ,     , 6.2,  ,      ,      ,      ,      ,      ,      ,175.00,85.00,  90.00,355.00, 5.00,  90.00,  ,      ,50.00, 85.00,      ,40.00,265.00,      , 0.00,  0.00
 15173297 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15173297&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-09-09,07:28:01.72,-37.0340, -73.4120, 16.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,18,2.500, 6.2,18, 0.940, 0.560,-1.500,-0.150,-0.080,-2.100,184.00,75.00,  92.00,358.00,15.00,  84.00,18, 2.150,60.00, 97.00,-2.720,30.00,273.00, 0.560, 2.00,  4.00
 15173297 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15173297&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-09-09,07:28:01.72,-37.0340, -73.4120, 16.0,        ,PPT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=PPT>      ,18,2.700, 6.2,  ,      ,      ,      ,      ,      ,      ,184.00,75.00,  92.00,358.00,15.00,  84.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 15173297 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15173297&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2010-09-09,07:28:02.00,-37.0100, -73.3700, 18.0,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,18,2.500, 6.2,18, 0.680, 0.060,-0.740,-0.440,-0.070,-2.410,190.00,81.00,  91.00,357.00, 8.00,  77.00,18, 2.520,53.00,102.00,-2.580,37.00,279.00, 0.060, 2.00, 10.00
 15173297 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15173297&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-09-09,07:28:05.60,-37.2700, -74.1600, 12.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,18,2.313, 6.2,18, 1.080, 0.038,-1.120,-0.050,-0.131,-2.030, 11.00,14.00,  99.00,182.00,76.00,  88.00,18, 2.289,59.00, 89.00,-2.337,31.00,274.00, 0.046, 2.00,183.00
 15182557 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=15182557&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2010-09-12,21:08:46.30,-29.4100, -71.8700, 47.2,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,7.850, 5.2,16, 2.730, 3.230,-5.970,-0.971,-5.420,-3.860, 72.00,64.00, 179.00,162.00,89.00,  26.00,16, 5.988,19.00, 30.00,-9.712,17.00,294.00, 3.714,64.00,164.00
